Name,WikiTitle,WikiPageId
James Spaulding,Q1681118,12719116
Chris Bootcheck,Q487117,2631485
William Castle,Q934087,1212903
Wang Xizhi,Q378564,971422
Jeremie Renier,Q741080,6822885
John G. West,Q6234631,14781905
Lake Van,Q126307,46772
Rhona Mitra,Q230504,462070
Ozias Humphry,Q1413495,741107
Fran Kranz,Q2240987,15960291
Cyriac Roeding,Q5200602,36285428
Adam Stenavich,Q4679845,8407193
Von Dutch,Q17091130,1126839
George Searle,Q205490,583782
Naas General Hospital,Q6956667,4059869
Marla Runyan,Q276194,1884939
Zhou Tiehai,Q8071042,4962429
Jack Adams,Q1354191,507861
Charles L. Mee,Q1065224,761555
Jonathan Monk,Q1281182,24526688
John Hope Franklin,Q1367397,2955228
Tony Bryant,Q7821972,7519802
Natasa Janjic,Q1261952,26721427
Michael Atkinson,Q6828295,3671741
Dick Solomon,Q5273398,3524861
Lanny J. Davis,Q1805535,6297944
Mark Wegner,Q6770272,9758537
Jack Stack,Q6115312,6738385
Troy Glaus,Q1364355,1260863
Dagmar Herzog,Q117487,22641751
Robert Moog,Q200883,26581
Ron Reagan,Q321846,597886
Tom Peters,Q1345400,540984
Alex Brendemuhl,Q106816,40667347
Matt Lashoff,Q749103,5844921
Djivan Gasparyan,Q471537,378940
Armando Guebuza,Q57392,1083040
Suki Schorer,Q6936106,18399753
Sam Champion,Q7407306,2833927
Jerry Hairston Jr,Q3119872,1926516
Sergei Markov,Q2442933,10310610
Cal Worthington,Q5018244,3294057
Joe Kowalewski,Q6210759,13001478
Jack Cust,Q961553,4209987
Irina Kolpakova,Q2059496,28229178
Alan Culpepper,Q2112059,1783254
Lee Hirsch,Q6513896,2165044
Yahya Rahim Safavi,Q2036479,4026578
Betty White,Q373895,415045
Ken Rosewall,Q312728,481803
Mickey Rourke,Q178552,530936
Sandy Denny,Q236638,288008
Natalie Wood,Q180919,77390
Spencer Havner,Q3493022,8407120
Kathy Schmidt,Q442320,4116850
Stanford White,Q572735,225601
Steve Rubell,Q267081,1586632
Amy Dickinson,Q4749162,4872140
Geoff Jenkins,Q5534189,1133451
Wendy Rawlings,Q7982767,37899063
Steve Lynch,Q1535872,15770089
Paul Weller,Q371986,343475
Louise Fishman,Q6688739,11044549
Alan Dell,Q4706500,1439798
Susan Howard,Q440720,543769
Lee R. Raymond,Q359908,204734
Chuck Todd,Q1089199,6325715
Gary Shaw,Q1353545,2518971
Harry E. Mitchell,Q928861,4523924
Asia Argento,Q232052,439693
Paula Morris,Q7154734,38488694
Hilaire Belloc,Q333106,403286
Claude Brasseur,Q106544,12597354
Kenneth Jacobs,Q6390257,3515223
Edward Shanks,Q1293611,1032130
Edmund Niemann,Q5339596,18618456
Albert Stinson,Q2638882,17168286
Ted Welch,Q15996190,23254708
Johnny Banks,Q6266288,36192993
Nancy Lieberman,Q271441,1144079
John Du Prez,Q960768,2187371
Sandra Palmer,Q4971768,1711044
Dhani Jones,Q14950946,1885148
William Castro,Q1851886,21045748
Bruno Gervais,Q117535,4371741
George Utley,Q5545412,10240125
Grover Cleveland Alexander,Q1972390,355392
Alice Smith,Q4726089,9126238
Shawn Crawford,Q9075,873877
Edward Williamson,Q5345930,26939533
Kurt Warner,Q945750,414302
Nadja Uhl,Q60863,22312551
Gene Orza,Q2867557,787165
Tim Wu,Q7804525,3114425
Tom Kostopoulos,Q744245,3876133
Dana Buchman,Q5214686,2546833
Nicolas Hodges,Q11324271,2970392
Dilma Rousseff,Q40722,7977772
Joseph Jefferson,Q3185137,542788
Mark Vonnegut,Q6227066,1251238
Ken Schrader,Q1094446,1671401
Jason Epstein,Q6162452,925880
Roger Norrington,Q537083,338510
Laszlo Tihanyi,Q1320987,11849236
Robert Trout,Q5481067,1667781
Dan Malloy,Q714269,4003354
Judith Weir,Q2411818,2762694
Johnny Sutton,Q16194355,10324940
Samuel J. Palmisano,Q782805,708807
Adrian Piper,Q373948,41434002
Allison Brennan,Q4732738,37407773
Andrew Eaton,Q4756878,16795428
Janice Kaplan,Q6154261,29856222
Lee Krasner,Q237959,584664
Charles Eames,Q14634037,14652786
Einojuhani Rautavaara,Q433592,447350
Todd Holland,Q1071497,2219393
Zack Greer,Q8064079,12120105
Gilberto Santa Rosa,Q361555,1677206
Tim Rooney,Q7804192,2434037
Luciano Moggi,Q60643,5062402
Christine Fair,Q5006351,25817555
Shane Beschen,Q7487979,12547140
Sophia Bush,Q206916,1640050
Cliff Kupchan,Q19665468,44371788
Stephen M. Kohn,Q7609852,13341458
Ray Charles Live,Q9023083,2389709
Galen Center,Q3094568,2375096
Eric Jerome Dickey,Q5386815,3442020
Greenwood Lake,Q1544839,3323221
John Force,Q6233593,1064814
Michelle Ryan,Q233707,991848
Johnny Vander Meer,Q6267823,1922784
Charlie Cook,Q5084722,11149124
Billy Childs,Q863047,3924788
Tony Millionaire,Q1683521,797668
Andrew Quarless,Q2846710,12429364
John David Booty,Q3181326,5630151
Charli Turner Thorne,Q5084387,24677509
Avi Shafran,Q4828485,10265067
Karine Bakhoum,Q6371022,13288163
Valentina Kozlova,Q7910875,32173516
Baba Yaga,Q187002,296596
J. J. Putz,Q3156810,4831834
Jamil Hussein,Q6147730,8306644
Jed S. Rakoff,Q6172629,3837896
Ivan Navarro,Q507913,10668423
Edmund Gwenn,Q344750,779283
Francesco Cilea,Q250952,37939
Maria Montessori,Q131117,6793630
Sidse Babett Knudsen,Q438580,22963613
Glen Taylor,Q4453744,1355344
Emile Galle,Q275085,225297
Andreas Glyniadakis,Q497515,5483620
Phyllis Diller,Q230512,345491
Joaquin Phoenix,Q185140,178826
Robert Bork,Q1365780,118400
George M. Steinbrenner,Q220210,287250
Shang Fulin,Q7488353,18208506
Erica Hubbard,Q3056459,5911105
Dirk Johnson,Q5280833,3219568
T. Ryder Smith,Q7668649,13511703
Luke Martin,Q6702131,25540607
Joseph Abboud,Q3184462,5736611
Ann Barrett,Q4766251,29565665
Sander Levin,Q971943,542020
Ian Poulter,Q615937,1615980
Sean P,Q2630403,2500470
J. Brent Cox,Q6104661,17659151
Robert Hayden,Q931747,956132
Andy Martin,Q4760988,18207898
Vadim Jean,Q1339179,13019511
Goodwin Procter,Q5583689,1245923
Jodi Rell,Q241788,742063
Brian Mulroney,Q128563,63403
Clifford S. Asness,Q5132528,28662434
Jim Campilongo,Q3808318,7293976
Stephen Carlton Clark,Q7608859,2657456
Howard Bernstein,Q5919118,12203773
Henry Daniell,Q1369906,2888384
Jamie Gold,Q723834,6367081
Ernie Sabella,Q451833,1270341
Shatt Al Arab,Q166966,147227
Mohammad Usman,Q6892508,5428954
Isaac Babel,Q49080,179334
John Brunious,Q6223649,7819006
Shirley Strum Kenny,Q7498858,911081
Arthur Krim,Q2864981,10936674
Udi Manber,Q2903143,474574
Lehman Engel,Q6518896,7265624
Bayard Rustin,Q187930,172875
Jim Riggleman,Q3178928,4591671
John Berger,Q382604,1450871
Gary Gilmore,Q560440,268504
Einar Diaz,Q5349617,5410518
Carlo Colaiacovo,Q1042061,3114209
Hamid Javed,Q15982546,11257035
Kenneth Sokoloff,Q6390703,11395846
George Tyson,Q5545388,22975752
Marlon Riggs,Q955077,1558974
Manuel Noriega,Q192667,71421
Leo Tolstoy,Q7243,18622119
Brian Bennett,Q662010,1517515
William Schimmel,Q8018172,2007250
Valerie Sayers,Q16151964,39713129
Youri Djorkaeff,Q217482,1028629
Sandrine Holt,Q468600,2170810
Clea Duvall,Q233347,342768
Ain Gordon,Q4697342,30535126
Mark Ravenhill,Q1798017,2925227
Cecilia Peck,Q648093,8999529
Corey Perry,Q948963,2303763
Alan Tonelson,Q4707923,29883558
Czeslaw Milosz,Q45970,6542
Hanne Blank,Q5649046,9856797
Mario Scalzo,Q441733,22256689
Chris Lukezic,Q5107287,15572390
Charles Coody,Q2958782,3496472
Beau Billingslea,Q4877339,4087469
Andrew Shue,Q507495,753400
Aime Cesaire,Q223955,318336
James J. Mulva,Q529543,3118069
Robert Brunner,Q7342469,2682001
Williams Arena,Q8020979,555728
Jimmy Palmiotti,Q3179103,2609870
George Meyer,Q3101773,3527398
Irving Feldman,Q6074559,13511668
Jay W. Jensen,Q6167296,23412926
Robert Greenstein,Q7344940,6840653
Fernando Henrique Cardoso,Q230578,82491
Derrick Dockery,Q5263000,4558591
Marquis De Lafayette,Q186652,156068
James Urbaniak,Q6144533,2917001
John Corbin,Q6227099,6002225
Jacinda Barrett,Q241268,2271435
Andy Palacio,Q278024,1668399
Jane Yolen,Q2394387,681046
Randy Wayne,Q981782,5467933
Le Corton,Q1135639,1972868
Sid Caesar,Q555226,202682
Marcus Maxwell,Q6758319,1965549
Perry Farrell,Q918838,271031
William H. Seward,Q297308,81455
Susan Estrich,Q7647808,1677893
Cory Kennedy,Q460561,9728488
Luna Park,Q2023688,1160872
Vila Madalena,Q7312252,15584433
Nicole Boudreau,Q7761748,33938600
Hal Ashby,Q358370,416488
Deshawn Wynn,Q5244086,10991452
Gotzone Mora,Q5588108,9612711
Lauren Bush,Q456169,993926
Juleanna Glover Weiss,Q6305649,913734
Tom Nussbaum,Q7817066,38057383
Hugh Wheeler,Q5171067,691093
Gene Warren,Q5531515,11353152
Stephen L. Green,Q7609728,21186768
Reuel Marc Gerecht,Q7317549,30316607
Jin Renqing,Q707707,8980313
Rocky Anderson,Q1343350,1068165
Joaquin Turina,Q318077,394771
Aaron Glenn,Q4662043,1819271
Frankie Simek,Q346009,2592202
Pat Bowlen,Q7143232,3986714
Dina Koston,Q17402703,43284289
Robert Orben,Q7348149,275560
Robin Middleton,Q2159866,11007655
Stuart Weitzman,Q16106134,2548897
Amy Talkington,Q17089410,41261104
La Rossa,Q2914815,475065
Robert Olmstead,Q2158421,13776659
Jacques Prevert,Q165274,101865
Ryan Plackemeier,Q7384428,4960838
Erik Christensen,Q1342263,3082888
Abu Muhammad,Q186316,319799
Asher Fisch,Q2866498,33849838
Helen Gurley Brown,Q254738,334263
Lamar Hunt,Q187912,330264
Mike Fratello,Q2564987,1664537
Jim Mahaffey,Q18379017,44134823
Nadav Kander,Q3334820,11239345
Thor Fridriksson,Q18150111,43119288
Nicholas Royle,Q12040897,8250811
Bill Klem,Q4909755,870671
Marc Meyer,Q6755750,1717267
Anthony A. Williams,Q3430687,793703
Grant Mason,Q5596328,14246217
Luis Ayala,Q3026654,4389679
Robert F. Wagner,Q213721,671645
Mitchell Kapor,Q724160,73241
Khajag Barsamian,Q1542484,10540387
Sheila C. Bair,Q451150,9483108
Peter W. Galbraith,Q1400658,4953224
Megumi Hayashibara,Q266670,248548
Burl Ives,Q315723,158061
Liam Cunningham,Q460572,2260472
Tom Ricks,Q7789191,6384399
Jean Rhys,Q230598,104121
Edward Lawton,Q511769,863257
Frank Brimsek,Q1443013,1988808
Latrell Sprewell,Q729281,884901
Margaret Russell,Q6759859,9939229
Iwo Jima,Q201633,175905
Graham Hunt,Q5592930,18083119
Anne Sexton,Q270728,177377
Linda Balgord,Q3832587,14145911
Stephen A. Feinberg,Q7612522,11249210
Trent Plaisted,Q1530916,18156249
Howard Stark,Q773035,15821616
Jermareo Davidson,Q529751,5911216
Frederick Douglass Boulevard,Q109951,1780953
Marc Elias,Q6755536,21986266
Andrew Clements,Q4756623,241842
Amanda Lenhart,Q4739675,26391896
Michael Lawlor,Q6847627,10568177
Ariel Schrag,Q4790461,1565350
Karol Wojtyla,Q989,23805
Sam Mercer,Q369195,1958559
Jennifer Holliday,Q439626,2176310
James Molinaro,Q6139873,1645698
Brent White,Q4961590,18290784
Ken Friedman,Q6387644,927802
Nate Lewis,Q6968678,12960664
Bill Bruce,Q4908297,2734858
Clancy Newman,Q17150816,42947334
Vasily Grossman,Q313767,638137
Alfred Leslie,Q577242,25043359
Victor Griffin,Q7925947,8169320
Wandy Rodriguez,Q1133541,2982390
Elia Suleiman,Q577569,1695558
Denise Scott Brown,Q457718,6620714
Gary Oldman,Q83492,213163
Jeff Heerema,Q930874,5747862
Claire Sherman,Q5125306,25082032
Van Kull,Q933832,430921
Vilmos Zsigmond,Q963628,1563926
John C. Kornblum,Q1700735,7600227
James Todd Smith,Q52440,170459
John L. Sullivan,Q370993,818931
Ron Pompei,Q7364271,12623163
David Steinmetz,Q16104554,39085950
Stockard Channing,Q1117390,536178
Sam Daniels,Q1891872,8018863
Michael Landy,Q3308314,164224
Kurmanbek Bakiyev,Q484816,1646705
Kenny Drew Jr,Q329223,3928757
Matt Clement,Q3297739,642238
John Ravitz,Q6254306,25416653
John Fedchock,Q1700043,17857132
Jeffrey M. Lacker,Q15126473,5759069
Peter Munk,Q2158383,979015
Eric Dezenhall,Q5386376,9209196
Peter Ragone,Q7176516,35484691
Norman Jacobson,Q16199422,19410770
Chris Kramer,Q1077424,17032690
Steven W. Lindsey,Q448470,615001
Dorothy Kilgallen,Q273177,575113
Sheik Omar Abdel Rahman,Q1389012,98564
Tracy Wright,Q2447674,27820518
Jose Coronado,Q3086238,13480002
Hal Steinbrenner,Q5640937,13062930
Abdou Diouf,Q219728,476881
Edward L. Glaeser,Q1292350,2438834
Tom Rothman,Q7793644,8861986
Daniel Harding,Q524328,3821467
Raphael Lemkin,Q505586,658402
Eric Welsh,Q5387727,38913450
Andrew Gold,Q596698,581650
Rudy Tomjanovich,Q557526,1114029
Will Osborne,Q8002998,23940850
Andy Statman,Q3616567,13318131
Andrei Zagdansky,Q4183444,23216868
Kenneth D. Moelis,Q6388176,25293401
Karl Benson,Q6371617,29336746
Wolfgang Wagner,Q60452,2512419
Shannon Wright,Q1058867,668893
Javier Bardem,Q134895,171593
Muhal Richard Abrams,Q729293,379324
Raman Hui,Q7288869,11331403
Richard Woodbury,Q7330076,33843880
Tony Goldwyn,Q224754,1065862
Jesse Jane,Q159436,2093100
Scott Mitchell Rosenberg,Q945490,4710589
Constance Baker Motley,Q1127623,1188624
Ben Dolnick,Q16201237,14282215
Gilmore Clarke,Q456131,5769765
N. Scott Momaday,Q736570,5076410
Harvey R. Miller,Q5677529,12170110
Donald Campbell,Q971150,9164
Vincent Basciano,Q4013034,31266664
Ingeborg Danz,Q118929,26513020
Jason Hwang,Q5818393,2105513
Sean Lee,Q3476735,12195341
Reva Siegel,Q7317715,1941005
Nicholas Longworth,Q465874,482840
Nicole Yorkin,Q7030229,13931423
John Rodman,Q6255368,26260193
Patrick Blanc,Q1348568,11039559
Erwin Schrodinger,Q9130,9942
Deborah J. Glick,Q1181564,1265541
Sonny Crockett,Q13590241,3518654
Danielle Lloyd,Q2429311,5121475
Jesse Tannehill,Q6186901,6061291
Gloria Lynne,Q1532096,3837467
Susie Bright,Q1781103,502973
Antonio Diaz,Q4776574,29665843
Donald Gramm,Q5294437,25664146
Van Eyck,Q1385690,102174
Josh White,Q956275,3326092
Declan Hughes,Q4502680,21296171
Khaled Sheikh Mohammed,Q319068,190884
Burgess Meredith,Q343633,335067
Charles J. Cooper,Q5079333,2805944
D. L. Hawkins,Q1063118,7592138
Anjali Jay,Q2850229,10359721
Robert Fitzpatrick,Q11998081,15658477
Olivier Rolin,Q1238602,30221453
Torben Grael,Q725201,5943221
Ricky Ricardo,Q6698594,11167343
Christopher Oram,Q5112994,18003954
Antoine M. Thompson,Q4775550,7861666
John Stuart Mill,Q50020,15626
Dietrich Bonhoeffer,Q76326,84199
Kristin Halvorsen,Q236621,708898
Stanley Fischer,Q447236,1149381
Martie Maguire,Q1373347,180788
Brandon Jovanovich,Q4956925,37789262
George W. George,Q3101977,14474376
Scott Booker,Q523184,82986
Drew Shindell,Q5307285,1230447
Jacob Riis,Q379211,72768
Tom Pollock,Q16106408,40823337
Dede Gardner,Q5249738,34517888
Antanas Sutkus,Q1194533,7709090
Bud Adams,Q4983763,725274
Arnold Steinhardt,Q2899813,2251478
De La Cruz,Q3020399,7449781
Moritz Waldemeyer,Q6912416,17192907
Kevin Harris,Q6396448,5972594
John Gromada,Q6236474,6994143
Lili Taylor,Q233502,548229
Marguerite Krull,Q6760795,26249731
John Craddock,Q1699719,11543956
Ziad Asali,Q8071322,9196612
Michael F. Nozzolio,Q6833110,15157815
Don Baylor,Q4797537,606467
Brian Lamb,Q4964416,34740274
Meg White,Q530377,649390
Nick Spitzer,Q4744856,2661701
Arian Foster,Q180301,14347644
Phoenix Wright,Q1322480,1983945
Cassie Hughes,Q2008581,1168004
Zalmay M. Khalilzad,Q145193,193906
Monsieur Verdoux,Q572440,545615
Toshiro Mifune,Q37001,139098
Tom Constanten,Q322250,1622355
Emily Blunt,Q193517,1054604
Happy Chichester,Q16203921,13865709
Benedikt Schack,Q178657,11862229
Kate Nelligan,Q266467,1744208
Jessie Gruman,Q6187693,8895527
Jennifer Shilling,Q13562529,19321256
Manfred Honeck,Q78811,4891599
Austin Sarat,Q4823270,8375027
George Bundy Smith,Q5537415,7416053
Diego Maradona,Q17515,8485
Quianna Chaney,Q7271636,16866067
Roy Hoffman,Q7372955,38518870
Martin S. Feldstein,Q1904913,1005384
Barry Ackroyd,Q790767,18136620
Emeril Live,Q5370823,668571
Robert Aldridge,Q7341412,9106509
Joni Pitkanen,Q1369504,3139367
Troy Matteson,Q7846895,7487278
Pierre Koenig,Q1625324,1227353
Robert Powell,Q504982,153672
Sidney Taurel,Q16144345,11077856
Zeev Bielski,Q2080721,6549751
King Leatherbury,Q6412103,9463589
William Rowley,Q2248582,277851
Jeff Cox,Q3176464,10788215
Fort Wayne,Q49268,11232
Steve Higgins,Q7612835,21786142
Jeff Blake,Q3176430,1338065
Michael D. Barbero,Q16727387,39598096
Chris Pronger,Q553286,25390153
Patrice Bergeron,Q536741,1327038
Kameron Loe,Q3192413,2349394
I. L. Peretz,Q425644,1407062
Laura Osnes,Q6499286,9586681
Stanley Holden,Q7599672,11240966
Harold Farberman,Q1585812,5793073
Yasser Arafat,Q34211,34289
Lawrence Yun,Q6504777,18401044
Trevor Watts,Q2452139,7056308
Herbert Friedman,Q1096312,7648307
Debbie Halvorson,Q3020814,10529182
Kaley Cuoco,Q16759,876916
Peter Daou,Q7728888,2181758
Duane Chapman,Q1262690,248903
Billy Traber,Q2903739,6620735
Rowan Joffe,Q2170671,14516808
John Safran,Q6088148,968195
Lucius Vorenus,Q677968,2903684
Arthur Friedman,Q4798758,21199596
Richard L. Skinner,Q7327205,11534673
Henry Morgan,Q215502,105060
La Llorona,Q1866923,365645
Stanley Gault,Q7599620,6594494
Paul Wittgenstein,Q170348,88961
Nina Stemme,Q658779,15926256
James Pharmacy,Q6141209,30456268
Sherry Rehman,Q2985594,2795155
Fausto Coppi,Q219912,317022
Patrick Foley,Q7146513,38200480
Puerto Madero,Q781553,3007290
Gabe Jennings,Q5515334,5662826
Mario Rivera,Q6764923,13020953
Billy Joe Shaver,Q320775,1181322
Julie Menin,Q6308392,3487357
Azzam Alwash,Q16147034,40057176
Pete Walker,Q16208152,2334682
Kim Ward,Q6409546,22363580
Vanessa Bruno,Q3493957,29178595
Joost Lagendijk,Q1703561,1474823
Cesare Lombroso,Q202420,178879
Tony Cervone,Q7577186,31768464
George Stern,Q5546898,33503532
William Tell,Q30908,407800
Jennifer Loomis,Q16731617,24058524
Aaron Krickstein,Q302217,871746
Frank Martinez,Q5488205,34451978
Paul Eluard,Q152176,68241
Max Perkins,Q3302854,271155
Bob Kowalski,Q3490465,1621364
Dan Bern,Q1852517,307481
Beano Cook,Q4876295,2934992
Greg Richmond,Q5606186,3219649
Ambrose Bierce,Q191050,18951309
Eric Khoo,Q3056313,3377385
Samuel Colt,Q183246,188548
Chris Valentino,Q5108348,36197802
Eric A. Cornell,Q205954,406599
Jorge Martin,Q6278326,27739188
Colin Callender,Q5144940,13702413
Alan Vinegrad,Q4707962,30986281
Levi Jones,Q6535443,3494461
Steven Davis,Q355807,1321146
Jill Godmilow,Q15821019,45606719
Jon O. Newman,Q6271322,4401871
Roy Corcoran,Q7372696,15290026
Ruben Patterson,Q3942138,2468450
Joe Motzko,Q587632,8904698
Friedensreich Hundertwasser,Q151836,58972
Armando Galarraga,Q462316,13349829
Natalia Ginzburg,Q275985,2679662
Jennifer Stewart,Q520845,4752117
Manny Parra,Q3286088,11960682
Tracey Moffatt,Q1284772,30862730
Bruce Ames,Q904168,850454
Joost Hiltermann,Q19661662,45698669
Ken Howard,Q1320640,2208229
Big Edie,Q5338542,8882176
Laura Bennett,Q526493,7379384
Sonny Bono,Q179150,27655
Vincent Cassel,Q193504,246309
Amy Greenfield,Q4749214,25469834
Keith Sweat,Q946728,239435
David Wharnsby,Q5241000,1776751
Dave Righetti,Q3017229,629356
Darrell Hammond,Q2755894,495806
Thomas Ulrich,Q84940,6466729
Charles Hazlewood,Q5078872,9288920
Levon Aronian,Q154586,2161769
Jacob Bender,Q6118356,10986952
Eva Gabor,Q235928,152912
Leandro Katz,Q6509683,36093695
Abram Wilson,Q331086,14433405
Tod Mikuriya,Q7812084,884926
Mark Watson,Q6770249,6766552
Mike Douglas,Q1386707,766478
Tom Thomson,Q2035136,288490
Derek Turnbull,Q5262414,30177454
Joan Allen,Q229305,508453
Jamie D,Q6123721,5626657
Akio Ohtsuka,Q418649,789207
Mark Mancuso,Q6768716,18006516
Thomas Ruff,Q77558,2799044
Ann Treneman,Q4766710,5363561
Stefan Zweig,Q78491,100224
Candice Millard,Q5031695,32578001
Amer Delic,Q462949,13742917
O. C. Tanner,Q7074818,14349174
Matt Dominguez,Q6788572,5862889
Alexander Lonquich,Q85065,32313920
Shirley Bassey,Q234754,47147
William Julius Wilson,Q111536,361975
Arthur Ashe,Q53325,320157
Steve Berrios,Q1771946,11996714
James Genus,Q1386801,16308678
James Rossant,Q2466368,24063320
Howard Hesseman,Q194881,827991
Henry F. Floyd,Q5721574,21810435
Tristan Blackwood,Q7844096,10112681
Travis Leffew,Q7836305,8120411
Theodore H. White,Q4392601,24976741
Clifford Chance,Q1101257,1433634
Erick Harris,Q14950079,14137964
Shelley Moore Capito,Q459618,408054
Drew Anderson,Q5307120,13272970
Damon Huard,Q3012962,3842646
Charles Waters,Q5083383,21435325
Polly Klaas,Q2089955,460821
William Joyce,Q76532,38584352
Lucio Fulci,Q345217,370094
Kenneth Langone,Q6390362,2355712
Roxana Robinson,Q7372324,7260755
Craig Becker,Q5180727,26130770
Hasheem Thabeet,Q358093,8444159
Greg Paulus,Q5606112,3333571
Ted Danson,Q381203,217241
John Stainton,Q3182498,2299671
Louis Amundson,Q681735,12726622
Reggie Myles,Q7308279,34377232
Chuck Pagano,Q761601,15482149
Kiyotaka Akasaka,Q6139802,18748428
Marco Bellocchio,Q53010,8282465
E. Gerald Corrigan,Q5321879,2807418
Mike Lazaridis,Q1379779,618820
Derek Kellogg,Q5262102,17197862
Thea Spyer,Q7893525,31039265
Aki Seitsonen,Q11850360,42766058
Julia Taft,Q3189068,29680566
Marco Materazzi,Q185081,2050441
W. Babylon,Q3452101,127389
Bruno Schulz,Q148886,397340
Mark Wallinger,Q1285270,168339
Frantz Fanon,Q193670,95185
Vicki Lawrence,Q292103,859427
Steven Waldman,Q15451714,21932899
Van Aelst,Q380840,16519124
Susan Eaton,Q7647783,1266900
David Horowitz,Q722462,62208
Jennifer Pascual,Q17514287,43499348
Leonard Lehrman,Q1819017,11717148
Adrian Nicole Leblanc,Q1822143,3996135
Alan Cohn,Q16206513,40460065
La Repubblica,Q85329,1763882
Filip Remunda,Q3564148,21453583
Gideon Strauss,Q6119869,11732310
Amy Zegart,Q4749470,20674424
Chavis Holmes,Q5088516,23175962
Young Frankenstein,Q651923,442647
Robert Dorman,Q7343594,27949919
Al Jackson,Q4704096,30864318
David Brion Davis,Q1173832,6483690
Brent R. Wilkes,Q4961514,3332678
Richard Viguerie,Q7329670,2578646
Peter H. Gleick,Q7174261,1918930
Matt Schulze,Q538716,6935240
Martin Lee,Q696659,424365
Noah Oppenheim,Q7045439,13393855
Frank Powell,Q523961,3969431
Mary Wells Lawrence,Q324650,8751416
Elizabeth Kolbert,Q5363086,6341354
Lauren Perkins,Q16227056,17249790
Todd Boyd,Q7812286,5733891
Chad Williams,Q5066385,2658608
Brigitte Nielsen,Q154519,995149
Sheila James,Q2277788,493896
Alex Gibney,Q2832952,4210630
Brad Lidge,Q2923412,1101493
Ben Linder,Q4886063,367704
Ilkka Koivula,Q11105425,25420589
Ramon Sessions,Q509150,12004350
Danny Olivas,Q471513,5138930
Stanley Wells,Q7600035,2795004
Nino Baragli,Q364528,34681055
Golden Gai,Q5363705,12143513
Frederic Remington,Q560787,420746
Sam Farr,Q675348,408843
Cesar Borja,Q187998,7504
Shay Stephenson,Q374568,9845957
Jonathan Craven,Q1703133,15479879
Dave Caldwell,Q5228459,30838521
Tony Arnold,Q7821780,16802219
Timothy J. Keating,Q343286,1594643
Deborah Gibson,Q233817,155723
Jonathan Lovett,Q6273734,28285491
Victor Jara,Q125133,88401
Kevin Mulvey,Q3195769,13070710
Mitch Williams,Q4169883,1479153
Andre Maddox,Q4754824,8491702
Trent Yawney,Q145048,2410581
Bo Dietl,Q4931077,4383962
Steve Heiden,Q7612802,4748761
Jason Aldean,Q195439,2428577
Thakoon Panichgul,Q3985449,5255596
Bill Moseley,Q862342,2654036
Nari Ward,Q6965909,26658869
Phillip Fulmer,Q7185676,2259083
Georgie Henley,Q228875,3354295
Steve Ellner,Q19276613,44121144
Cheryl Ladd,Q218884,953920
Peter Gantzler,Q1967835,25693903
Hubert Sumlin,Q629761,2982761
Denny Chin,Q5259162,4752009
Viktor Vekselberg,Q704450,476001
Ray Leonard,Q335798,87530
Nadezhda Mandelstam,Q234765,901662
Carmen Farina,Q16241640,41509066
Jabar Gaffney,Q1676797,1809104
Griffin Dunne,Q470260,1235329
Sara Martinez Tucker,Q7421799,9093157
Albert C. Barnes,Q710269,6274457
Ron Calloway,Q7363595,7151877
Judy Kuhn,Q3811020,1231981
Laura Laurent,Q1570253,192047
Charles Olson,Q922978,378767
Dru Sjodin,Q6937852,398472
Gregory W. Carman,Q1545423,6725302
Curtis Thigpen,Q5195897,11219693
Pete Adams,Q7171819,11953376
Steven Pruzansky,Q18619455,44503817
Bishop Williams,Q49615,70537
Maxim Gorky,Q12706,85036
John Koten,Q6243420,22495895
William P. Clements,Q545307,577327
Anne Kauffman,Q19667200,38724346
Bill Goichberg,Q4909169,2556293
Casey Driessen,Q5048493,8012180
Steve Slagle,Q1306712,6405606
Alvaro Araujo,Q4025161,9541530
Gary Parker,Q1494519,5194295
Rye Brook,Q3453021,127584
John Macmurray,Q6246319,608655
Michael Keppler,Q2210657,11635477
Dave Higgins,Q5228951,34907492
Maud Frizon,Q6792222,6441836
Joan Busquets,Q2516522,34493664
Laurell K. Hamilton,Q298229,376622
Geoffrey Wheatcroft,Q5534964,13381437
Alfred E. Green,Q120541,5765462
Keo Woolford,Q18387775,44061644
Tate Donovan,Q302650,916274
Alice Konitz,Q4725946,11415751
Kele Okereke,Q457060,1244874
Julie Rose,Q725261,350215
Dee Dee Myers,Q434317,284489
Paul Gause,Q7150842,16643314
Femi Falana,Q5442789,34270602
Mark Lovell,Q3294154,1348761
Endre Szervanszky,Q558405,14610747
Felix Feneon,Q432101,18570273
Arthur Milton,Q3531556,3717700
Aaron Jay Kernis,Q302157,762557
Zarqa Nawaz,Q148048,8855830
Mindy Sterling,Q271627,5441563
Khosla Ka Ghosla,Q83505,7999852
Ivanka Trump,Q239411,1861441
Jon Avnet,Q939079,11436613
Sally Bedell Smith,Q7405070,13845132
Thomas Fingar,Q4484798,2389727
Gordon S. Wood,Q5585778,1512283
Kevin Harrison,Q6396449,13023145
Lydia Bennet,Q170583,24162
Joe Cohen,Q3808642,10966436
Abdul Rashid Ghazi,Q317426,10708281
Bernard Lewis,Q501880,185034
Linda Hartley,Q16196975,1809262
Joseph Arthur,Q1415155,442631
Chris Barron,Q909483,175895
Roberto Sierra,Q1369108,9335131
